idx,wn_id,labels,parent_wn_id,parent_labels,children_wn_ids,children_labels,depth,description,class_id,simplified,keras,coarse-grained
8540,n12079523,['pleurothallis'],n12041446,"['orchid', 'orchidaceous_plant']",[],[],12,any of numerous small tufted orchids of the genus Pleurothallis having leathery to fleshy leaves and racemes of 1 to many small flowers,-1,,,
8541,n01606522,"['goshawk', 'Accipiter_gentilis']",n01605630,['hawk'],[],[],12,large hawk of Eurasia and North America used in falconry,-1,,,
8542,n02209354,['carpenter_bee'],n02206856,['bee'],[],[],12,large solitary bee that lays eggs in tunnels bored into wood or plant stems,-1,,,
8543,n02013706,"['limpkin', 'Aramus_pictus']",n02000954,"['wading_bird', 'wader']",[],[],12,"wading bird of Florida, Cuba and Jamaica having a drooping bill and a distinctive wailing call",135,limpkin,limpkin,bird
8544,n12048928,['calanthe'],n12041446,"['orchid', 'orchidaceous_plant']",[],[],12,any of various showy orchids of the genus Calanthe having white or yellow or rose-colored flowers and broad leaves folded lengthwise,-1,,,
8545,n12043444,['orchis'],n12041446,"['orchid', 'orchidaceous_plant']","['n12043836', 'n12043673', 'n12044041']","[['butterfly_orchid', 'butterfly_orchis', 'Orchis_papilionaceae'], ['male_orchis', 'early_purple_orchid', 'Orchis_mascula'], ['showy_orchis', 'purple_orchis', 'purple-hooded_orchis', 'Orchis_spectabilis']]",12,any of various deciduous terrestrial orchids having fleshy tubers and flowers in erect terminal racemes,-1,,,
8546,n02045369,['auk'],n02021795,"['seabird', 'sea_bird', 'seafowl']","['n02045596', 'n02046442', 'n02046759', 'n02046171', 'n02045864']","[['auklet'], ['great_auk', 'Pinguinus_impennis'], ['guillemot'], ['little_auk', 'dovekie', 'Plautus_alle'], ['razorbill', 'razor-billed_auk', 'Alca_torda']]",12,black-and-white short-necked web-footed diving bird of northern seas,-1,,,
8547,n01598588,['shrike'],n01525720,"['oscine', 'oscine_bird']","['n01600085', 'n01598988', 'n01599556', 'n01599741']","[['bush_shrike'], ['butcherbird'], ['loggerhead_shrike', 'Lanius_lucovicianus'], ['migrant_shrike', 'Lanius_ludovicianus_migrans']]",12,any of numerous Old World birds having a strong hooked bill that feed on smaller animals,-1,,,
8548,n01538955,['honeycreeper'],n01525720,"['oscine', 'oscine_bird']",['n01539272'],[['banana_quit']],12,small bright-colored tropical American songbird with a curved bill for sucking nectar,-1,,,
8549,n03785016,['moped'],n03769722,"['minibike', 'motorbike']",[],[],12,a motorbike that can be pedaled or driven by a low-powered gasoline engine,665,moped,moped,vehicle
8550,n02951358,['canoe'],n04244997,['small_boat'],"['n02843029', 'n03254374', 'n03609235', 'n03861430']","[['birchbark_canoe', 'birchbark', 'birch_bark'], ['dugout_canoe', 'dugout', 'pirogue'], ['kayak'], ['outrigger_canoe']]",12,small and light boat; pointed at both ends; propelled with a paddle,472,canoe,canoe,boat
8551,n03902381,['peacekeeper'],n03948459,"['pistol', 'handgun', 'side_arm', 'shooting_iron']",[],[],12,the pistol of a law officer in the old West,-1,,,
8552,n03889397,['parang'],n03623556,['knife'],[],[],12,a stout straight knife used in Malaysia and Indonesia,-1,,,
8553,n01616086,"['osprey', 'fish_hawk', 'fish_eagle', 'sea_eagle', 'Pandion_haliaetus']",n01605630,['hawk'],[],[],12,large harmless hawk found worldwide that feeds on fish and builds a bulky nest often occupied for years,-1,,,
8554,n02089725,['American_foxhound'],n02089555,['foxhound'],[],[],12,an American breed of foxhounds used for hunting both in packs and individually,-1,,,
8555,n01699675,"['gavial', 'Gavialis_gangeticus']",n01696633,"['crocodilian_reptile', 'crocodilian']",[],[],12,large fish-eating Indian crocodilian with a long slender snout,-1,,,
8556,n02002075,['stork'],n02000954,"['wading_bird', 'wader']","['n02003037', 'n02002724', 'n02003839', 'n02003204', 'n02003577', 'n02004492', 'n02004131', 'n02002556', 'n02004855']","[['adjutant_bird', 'adjutant', 'adjutant_stork', 'Leptoptilus_dubius'], ['black_stork', 'Ciconia_nigra'], ['jabiru', 'Jabiru_mycteria'], ['marabou', 'marabout', 'marabou_stork', 'Leptoptilus_crumeniferus'], ['openbill'], ['policeman_bird', 'black-necked_stork', 'jabiru', 'Xenorhyncus_asiaticus'], ['saddlebill', 'jabiru', 'Ephippiorhynchus_senegalensis'], ['white_stork', 'Ciconia_ciconia'], ['wood_ibis', 'wood_stork', 'flinthead', 'Mycteria_americana']]",12,large mostly Old World wading birds typically having white-and-black plumage,-1,,,
8557,n03811295,"['nautilus', 'nuclear_submarine', 'nuclear-powered_submarine']",n04347754,"['submarine', 'pigboat', 'sub', 'U-boat']",[],[],12,a submarine that is propelled by nuclear power,-1,,,
8558,n02191273,"['tsetse_fly', 'tsetse', 'tzetze_fly', 'tzetze', 'glossina']",n02190166,['fly'],[],[],12,bloodsucking African fly; transmits sleeping sickness etc.,-1,,,
8559,n02005790,['ibis'],n02000954,"['wading_bird', 'wader']","['n02006364', 'n02006063']","[['sacred_ibis', 'Threskiornis_aethiopica'], ['wood_ibis', 'wood_stork', 'Ibis_ibis']]",12,wading birds of warm regions having long slender down-curved bills,-1,,,
8560,n02394477,"['even-toed_ungulate', 'artiodactyl', 'artiodactyl_mammal']",n02370806,"['ungulate', 'hoofed_mammal']","['n02437136', 'n02398521', 'n02437616', 'n02397529', 'n02399000', 'n02395003', 'n02438580']","[['camel'], ['hippopotamus', 'hippo', 'river_horse', 'Hippopotamus_amphibius'], ['llama'], ['peccary', 'musk_hog'], ['ruminant'], ['swine'], ['vicuna', 'Vicugna_vicugna']]",12,placental mammal having hooves with an even number of functional toes on each foot,-1,,,
8561,n02532602,['sardine'],n02529772,"['clupeid_fish', 'clupeid']","['n02532918', 'n02532786']","[['brisling', 'sprat', 'Clupea_sprattus'], ['sild']]",12,any of various small edible herring or related food fishes frequently canned,-1,,,
8562,n01606809,"[""Cooper's_hawk"", 'blue_darter', 'Accipiter_cooperii']",n01605630,['hawk'],[],[],12,bluish-grey North American hawk having a darting flight,-1,,,
8563,n03271765,['electric_frying_pan'],n03400231,"['frying_pan', 'frypan', 'skillet']",[],[],12,a frying pan heated by electricity,-1,,,
8564,n02099601,['golden_retriever'],n02099029,['retriever'],[],[],12,an English breed having a long silky golden coat,207,Golden Retriever,golden retriever,dog
8565,n03226090,"['double-bitted_ax', 'double-bitted_axe', 'Western_ax', 'Western_axe']",n02764044,"['ax', 'axe']",[],[],12,an ax that has cutting edges on both sides of the head,-1,,,
8566,n01597336,['tanager'],n01525720,"['oscine', 'oscine_bird']","['n01598271', 'n01597737', 'n01598074', 'n01597906']","[['hepatic_tanager', 'Piranga_flava_hepatica'], ['scarlet_tanager', 'Piranga_olivacea', 'redbird', 'firebird'], ['summer_tanager', 'summer_redbird', 'Piranga_rubra'], ['western_tanager', 'Piranga_ludoviciana']]",12,any of numerous New World woodland birds having brightly colored males,-1,,,
8567,n03798610,"['multiengine_airplane', 'multiengine_plane']",n02691156,"['airplane', 'aeroplane', 'plane']",[],[],12,a plane with two or more engines,-1,,,
8568,n12081649,['foxtail_orchid'],n12041446,"['orchid', 'orchidaceous_plant']",[],[],12,any of various orchids of the genus Rhyncostylis having pink- to purple-marked white flowers in a dense cylindrical raceme,-1,,,
8569,n02470325,['ape'],n02469914,['primate'],['n02470899'],[['anthropoid_ape']],12,any of various primates with short tails or no tail at all,-1,,,
8570,n01600657,"['bowerbird', 'catbird']",n01525720,"['oscine', 'oscine_bird']","['n01601410', 'n01601068']","[['great_bowerbird', 'Chlamydera_nuchalis'], ['satin_bowerbird', 'satin_bird', 'Ptilonorhynchus_violaceus']]",12,any of various birds of the Australian region whose males build ornamented structures resembling bowers in order to attract females,-1,,,
8571,n02049532,['podicipitiform_seabird'],n02021795,"['seabird', 'sea_bird', 'seafowl']",['n02050004'],[['grebe']],12,aquatic birds related to the loons,-1,,,
8572,n12051792,"['rosebud_orchid', 'Cleistes_rosea', 'Pogonia_rosea']",n12041446,"['orchid', 'orchidaceous_plant']",[],[],12,orchid of central and northern South America having 1- to 3-blossomed racemes of large showy rose-colored flowers; sometimes placed in genus Pogonia,-1,,,
8573,n01983674,"['European_lobster', 'Homarus_vulgaris']",n01983048,['true_lobster'],[],[],13,lobster of Atlantic coast of Europe,-1,,,
8574,n02277268,"['viceroy', 'Limenitis_archippus']",n02274822,"['nymphalid', 'nymphalid_butterfly', 'brush-footed_butterfly', 'four-footed_butterfly']",[],[],13,showy American butterfly resembling the monarch but smaller,-1,,,
8575,n02489589,"['New_World_monkey', 'platyrrhine', 'platyrrhinian']",n02484322,['monkey'],"['n02492035', 'n02492356', 'n02492660', 'n02490219', 'n02492948', 'n02493793', 'n02494079', 'n02493509', 'n02493224', 'n02494383']","[['capuchin', 'ringtail', 'Cebus_capucinus'], ['douroucouli', 'Aotus_trivirgatus'], ['howler_monkey', 'howler'], ['marmoset'], ['saki'], ['spider_monkey', 'Ateles_geoffroyi'], ['squirrel_monkey', 'Saimiri_sciureus'], ['titi', 'titi_monkey'], ['uakari'], ['woolly_monkey']]",13,hairy-faced arboreal monkeys having widely separated nostrils and long usually prehensile tails,-1,,,
8576,n01751036,['krait'],n01745125,"['elapid', 'elapid_snake']",['n01751215'],"[['banded_krait', 'banded_adder', 'Bungarus_fasciatus']]",13,brightly colored venomous but nonaggressive snake of southeastern Asia and Malay peninsula,-1,,,
8577,n02456645,"['greater_pichiciego', 'Burmeisteria_retusa']",n02454379,['armadillo'],[],[],13,of southern South America,-1,,,
8578,n02397529,"['peccary', 'musk_hog']",n02394477,"['even-toed_ungulate', 'artiodactyl', 'artiodactyl_mammal']","['n02398141', 'n02397744', 'n02397987']","[['Chiacoan_peccary'], ['collared_peccary', 'javelina', 'Tayassu_angulatus', 'Tayassu_tajacu', 'Peccari_angulatus'], ['white-lipped_peccary', 'Tayassu_pecari']]",13,nocturnal gregarious pig-like wild animals of North America and South America,-1,,,
8579,n02134084,"['ice_bear', 'polar_bear', 'Ursus_Maritimus', 'Thalarctos_maritimus']",n02131653,['bear'],[],[],13,white bear of Arctic regions,296,polar bear,ice bear,bear
8580,n01579260,"['raven', 'Corvus_corax']",n01578575,['corvine_bird'],[],[],13,large black bird with a straight bill and long wedge-shaped tail,-1,,,
8581,n02326432,['hare'],n02323902,"['leporid', 'leporid_mammal']","['n02326862', 'n02327028', 'n02326763', 'n02327656', 'n02327842']","[['European_hare', 'Lepus_europaeus'], ['jackrabbit'], ['leveret'], ['polar_hare', 'Arctic_hare', 'Lepus_arcticus'], ['snowshoe_hare', 'snowshoe_rabbit', 'varying_hare', 'Lepus_americanus']]",13,swift timid long-eared mammal larger than a rabbit having a divided upper lip and long hind legs; young born furred and with open eyes,331,hare,hare,rabbit
8582,n01750437,"['tiger_snake', 'Notechis_scutatus']",n01745125,"['elapid', 'elapid_snake']",[],[],13,highly venomous brown-and-yellow snake of Australia and Tasmania,-1,,,
8583,n01579410,"['rook', 'Corvus_frugilegus']",n01578575,['corvine_bird'],[],[],13,common gregarious Old World bird about the size and color of the American crow,-1,,,
8584,n02362194,['Asiatic_flying_squirrel'],n02355227,['squirrel'],['n02362569'],"[['taguan', 'flying_marmot', 'flying_cat', 'Petaurista_petaurista']]",13,nocturnal rodent of Asia having furry folds of skin between forelegs and hind legs enabling it to move by gliding leaps,-1,,,
8585,n03800485,['musette_pipe'],n03838899,"['oboe', 'hautboy', 'hautbois']",[],[],13,a small simple oboe,-1,,,
8586,n01880152,"['rat_kangaroo', 'kangaroo_rat']",n01877134,['kangaroo'],"['n01880716', 'n01880813', 'n01880473']","[['bettong'], ['jerboa_kangaroo', 'kangaroo_jerboa'], ['potoroo']]",13,any of several rabbit-sized ratlike Australian kangaroos,-1,,,
8587,n02355477,['tree_squirrel'],n02355227,['squirrel'],"['n02357401', 'n02356977', 'n02357585', 'n02356381', 'n02356798', 'n02357111', 'n02356612']","[['American_red_squirrel', 'spruce_squirrel', 'red_squirrel', 'Sciurus_hudsonicus', 'Tamiasciurus_hudsonicus'], ['black_squirrel'], ['chickeree', 'Douglas_squirrel', 'Tamiasciurus_douglasi'], ['eastern_grey_squirrel', 'eastern_gray_squirrel', 'cat_squirrel', 'Sciurus_carolinensis'], ['fox_squirrel', 'eastern_fox_squirrel', 'Sciurus_niger'], ['red_squirrel', 'cat_squirrel', 'Sciurus_vulgaris'], ['western_grey_squirrel', 'western_gray_squirrel', 'Sciurus_griseus']]",13,any typical arboreal squirrel,-1,,,
8588,n02282903,"['hairstreak', 'hairstreak_butterfly']",n02281787,"['lycaenid', 'lycaenid_butterfly']",['n02283077'],[['Strymon_melinus']],13,small butterflies having striped markings under the wings,-1,,,
8589,n01983481,"['American_lobster', 'Northern_lobster', 'Maine_lobster', 'Homarus_americanus']",n01983048,['true_lobster'],[],[],13,lobster of Atlantic coast of America,122,American lobster,American lobster,crustacean
8590,n01741232,"['indigo_snake', 'gopher_snake', 'Drymarchon_corais']",n01727646,"['colubrid_snake', 'colubrid']",['n01741442'],"[['eastern_indigo_snake', 'Drymarchon_corais_couperi']]",13,large dark-blue nonvenomous snake that invades burrows; found in southern North America and Mexico,-1,,,
8591,n01531344,"['linnet', 'lintwhite', 'Carduelis_cannabina']",n01529672,['finch'],[],[],13,small Old World finch whose male has a red breast and forehead,-1,,,
8592,n01737021,['water_snake'],n01727646,"['colubrid_snake', 'colubrid']","['n01737472', 'n01737875', 'n01737728']","[['common_water_snake', 'banded_water_snake', 'Natrix_sipedon', 'Nerodia_sipedon'], ['grass_snake', 'ring_snake', 'ringed_snake', 'Natrix_natrix'], ['water_moccasin']]",13,any of various mostly harmless snakes that live in or near water,58,water snake,water snake,snake
8593,n02603862,['sweeper'],n02528163,"['teleost_fish', 'teleost', 'teleostan']",[],[],13,little-known nocturnal fish of warm shallow seas with an oblong compressed body,-1,,,
8594,n02455428,"['tatouay', 'cabassous', 'Cabassous_unicinctus']",n02454379,['armadillo'],[],[],13,naked-tailed armadillo of tropical South America,-1,,,
8595,n02004855,"['wood_ibis', 'wood_stork', 'flinthead', 'Mycteria_americana']",n02002075,['stork'],[],[],13,an American stork that resembles the true ibises in having a downward-curved bill; inhabits wooded swamps of New World tropics,-1,,,
8596,n01674990,['gecko'],n01674464,['lizard'],"['n01675722', 'n01675352']","[['banded_gecko'], ['flying_gecko', 'fringed_gecko', 'Ptychozoon_homalocephalum']]",13,any of various small chiefly tropical and usually nocturnal insectivorous terrestrial lizards typically with immovable eyelids; completely harmless,-1,,,
8597,n02004492,"['policeman_bird', 'black-necked_stork', 'jabiru', 'Xenorhyncus_asiaticus']",n02002075,['stork'],[],[],13,large mostly white Australian stork,-1,,,
8598,n02395003,['swine'],n02394477,"['even-toed_ungulate', 'artiodactyl', 'artiodactyl_mammal']","['n02396796', 'n02396014', 'n02395406', 'n02396157', 'n02396088', 'n02397096', 'n02396427']","[['babirusa', 'babiroussa', 'babirussa', 'Babyrousa_Babyrussa'], ['boar'], ['hog', 'pig', 'grunter', 'squealer', 'Sus_scrofa'], ['razorback', 'razorback_hog', 'razorbacked_hog'], ['sow'], ['warthog'], ['wild_boar', 'boar', 'Sus_scrofa']]",13,stout-bodied short-legged omnivorous animals,-1,,,
8599,n02458135,"['two-toed_sloth', 'unau', 'unai', 'Choloepus_hoffmanni']",n02456962,"['sloth', 'tree_sloth']",[],[],13,a sloth of Central America that has two long claws on each forefoot and three long claws on each hindfoot,-1,,,
8600,n01558307,"['fieldfare', 'snowbird', 'Turdus_pilaris']",n01557185,['thrush'],[],[],13,medium-sized Eurasian thrush seen chiefly in winter,-1,,,
8601,n01733757,"['bull_snake', 'bull-snake']",n01727646,"['colubrid_snake', 'colubrid']","['n01733957', 'n01734104']","[['gopher_snake', 'Pituophis_melanoleucus'], ['pine_snake']]",13,any of several large harmless rodent-eating North American burrowing snakes,-1,,,
8602,n02360282,['chipmunk'],n02355227,['squirrel'],[],[],13,a burrowing ground squirrel of western America and Asia; has cheek pouches and a light and dark stripe running down the body,-1,,,
8603,n01495701,['ray'],n01482071,"['elasmobranch', 'selachian']","['n01498989', 'n01496331', 'n01497738', 'n01500091', 'n01497118', 'n01501160', 'n01498041']","[['eagle_ray'], ['electric_ray', 'crampfish', 'numbfish', 'torpedo'], ['guitarfish'], ['manta', 'manta_ray', 'devilfish'], ['sawfish'], ['skate'], ['stingray']]",13,cartilaginous fishes having horizontally flattened bodies and enlarged winglike pectoral fins with gills on the underside; most swim by moving the pectoral fins,-1,,,
8604,n02017475,"['American_gallinule', 'Porphyrula_martinica']",n02016956,['purple_gallinule'],[],[],13,American purple gallinule,-1,,,
8605,n02175569,"['rose_chafer', 'rose_beetle', 'Cetonia_aurata']",n02171869,"['scarabaeid_beetle', 'scarabaeid', 'scarabaean']",[],[],13,a common metallic green European beetle: larvae feed on plant roots and adults on leaves and flowers of e.g. roses,-1,,,
